RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodSeconds,simulationTime,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,SimulationDuration
2199379588,1,2,2000,1000,600,600,1000,924,66,10,0,0,0.2
2199379588,1,2,2000,2000,600,600,1998,1671,221,106,0,0,0.9
2199379588,1,2,2000,3000,600,600,3000,2253,493,254,0,0,2.1
2199379588,1,2,2000,4000,600,600,3997,2676,725,596,0,0,3.85
2199379588,1,2,2000,5000,600,600,4997,2916,1086,995,0,0,6.16667
2199379588,1,2,2000,6000,600,600,5996,3208,1288,1500,0,0,8.9
2199379588,1,3,2000,1000,600,600,1000,955,45,0,0,0,0.216667
2199379588,1,3,2000,2000,600,600,2000,1837,160,3,0,0,0.933333
2199379588,1,3,2000,3000,600,600,3000,2634,360,6,0,0,2.1
2199379588,1,3,2000,4000,600,600,4000,3302,690,8,0,0,3.8
2199379588,1,3,2000,5000,600,600,5000,3923,1055,22,0,0,6.06667
2199379588,1,3,2000,6000,600,600,6000,4549,1417,34,0,0,9.16667
2199379588,1,4,2000,1000,600,600,1000,955,45,0,0,0,0.2
2199379588,1,4,2000,2000,600,600,2000,1837,160,3,0,0,0.916667
2199379588,1,4,2000,3000,600,600,3000,2634,360,6,0,0,2.11667
2199379588,1,4,2000,4000,600,600,4000,3302,690,8,0,0,3.88333
2199379588,1,4,2000,5000,600,600,5000,3923,1055,22,0,0,6.08333
2199379588,1,4,2000,6000,600,600,6000,4549,1417,34,0,0,8.93333
2199379588,1,5,2000,1000,600,600,1000,970,25,5,0,0,0.216667
2199379588,1,5,2000,2000,600,600,1999,1885,101,13,0,0,0.9
2199379588,1,5,2000,3000,600,600,3000,2735,212,53,0,0,2.13333
2199379588,1,5,2000,4000,600,600,3998,3455,432,111,0,0,3.85
2199379588,1,5,2000,5000,600,600,4996,4184,570,242,0,0,6.05
2199379588,1,5,2000,6000,600,600,5997,4780,841,376,0,0,8.91667
2034254642,1,1,2000,1000,600,600,1000,975,25,0,0,0,0.216667
2034254642,1,1,2000,2000,600,600,2000,1874,107,19,0,0,0.9
2034254642,1,1,2000,3000,600,600,3000,2721,227,52,0,0,2.08333
2034254642,1,1,2000,4000,600,600,4000,3480,406,114,0,0,3.83333
2034254642,1,1,2000,5000,600,600,4999,4164,616,219,0,0,6.05
2034254642,1,1,2000,6000,600,600,5998,4835,796,367,0,0,8.85
2034254642,1,2,2000,1000,600,600,1000,925,66,9,0,0,0.2
2034254642,1,2,2000,2000,600,600,1998,1663,246,89,0,0,0.916667
2034254642,1,2,2000,3000,600,600,2999,2244,469,286,0,0,2.15
2034254642,1,2,2000,4000,600,600,3999,2630,794,575,0,0,3.8
2034254642,1,2,2000,5000,600,600,4996,2950,1091,955,0,0,6.11667
2034254642,1,2,2000,6000,600,600,5996,3136,1363,1497,0,0,9.15
2034254642,1,3,2000,1000,600,600,1000,962,38,0,0,0,0.216667
2034254642,1,3,2000,2000,600,600,2000,1833,163,4,0,0,0.9
2034254642,1,3,2000,3000,600,600,3000,2617,381,2,0,0,2.1
2034254642,1,3,2000,4000,600,600,4000,3317,675,8,0,0,3.83333
2034254642,1,3,2000,5000,600,600,5000,3950,1031,19,0,0,6.11667
2034254642,1,3,2000,6000,600,600,5999,4582,1378,39,0,0,8.9
2034254642,1,4,2000,1000,600,600,1000,962,38,0,0,0,0.2
2034254642,1,4,2000,2000,600,600,2000,1833,163,4,0,0,0.9
2034254642,1,4,2000,3000,600,600,3000,2617,381,2,0,0,2.13333
2034254642,1,4,2000,4000,600,600,4000,3317,675,8,0,0,3.86667
2034254642,1,4,2000,5000,600,600,5000,3950,1031,19,0,0,6.03333
2034254642,1,4,2000,6000,600,600,5999,4582,1378,39,0,0,8.88333
2034254642,1,5,2000,1000,600,600,1000,975,25,0,0,0,0.2
2034254642,1,5,2000,2000,600,600,2000,1874,107,19,0,0,0.916667
2034254642,1,5,2000,3000,600,600,3000,2721,227,52,0,0,2.13333
2034254642,1,5,2000,4000,600,600,4000,3480,406,114,0,0,3.86667
2034254642,1,5,2000,5000,600,600,4999,4164,616,219,0,0,6.05
2034254642,1,5,2000,6000,600,600,5998,4835,796,367,0,0,8.88333
3704902983,1,1,2000,1000,600,600,999,973,24,2,0,0,0.216667
3704902983,1,1,2000,2000,600,600,1999,1895,94,10,0,0,0.9
3704902983,1,1,2000,3000,600,600,3000,2713,238,49,0,0,2.11667
3704902983,1,1,2000,4000,600,600,3998,3483,389,126,0,0,3.83333
3704902983,1,1,2000,5000,600,600,4999,4126,611,262,0,0,6.18333
3704902983,1,1,2000,6000,600,600,5996,4777,835,384,0,0,8.95
3704902983,1,2,2000,1000,600,600,997,913,74,10,0,0,0.2
3704902983,1,2,2000,2000,600,600,1998,1642,266,90,0,0,0.9
3704902983,1,2,2000,3000,600,600,2998,2226,511,261,0,0,2.11667
3704902983,1,2,2000,4000,600,600,3998,2646,746,606,0,0,3.85
3704902983,1,2,2000,5000,600,600,4999,2907,1050,1042,0,0,6.15
3704902983,1,2,2000,6000,600,600,5993,3185,1308,1500,0,0,8.95
3704902983,1,3,2000,1000,600,600,999,958,40,1,0,0,0.216667
3704902983,1,3,2000,2000,600,600,2000,1828,172,0,0,0,0.916667
3704902983,1,3,2000,3000,600,600,3000,2616,382,2,0,0,2.11667
3704902983,1,3,2000,4000,600,600,3999,3317,674,8,0,0,3.86667
3704902983,1,3,2000,5000,600,600,5000,3954,1013,33,0,0,6.03333
3704902983,1,3,2000,6000,600,600,5999,4535,1428,36,0,0,8.9
3704902983,1,4,2000,1000,600,600,999,958,40,1,0,0,0.216667
3704902983,1,4,2000,2000,600,600,2000,1828,172,0,0,0,0.916667
3704902983,1,4,2000,3000,600,600,3000,2616,382,2,0,0,2.08333
3704902983,1,4,2000,4000,600,600,3999,3317,674,8,0,0,3.78333
3704902983,1,4,2000,5000,600,600,5000,3954,1013,33,0,0,6.05
3704902983,1,4,2000,6000,600,600,5999,4535,1428,36,0,0,8.93333
3704902983,1,5,2000,1000,600,600,999,973,24,2,0,0,0.2
3704902983,1,5,2000,2000,600,600,1999,1895,94,10,0,0,0.9
3704902983,1,5,2000,3000,600,600,3000,2713,238,49,0,0,2.13333
3704902983,1,5,2000,4000,600,600,3998,3483,389,126,0,0,3.81667
3704902983,1,5,2000,5000,600,600,4999,4126,611,262,0,0,6.16667
3704902983,1,5,2000,6000,600,600,5996,4777,835,384,0,0,8.86667
838930581,1,1,2000,1000,600,600,1000,962,36,2,0,0,0.2
838930581,1,1,2000,2000,600,600,1999,1870,118,11,0,0,0.916667
838930581,1,1,2000,3000,600,600,3000,2726,219,55,0,0,2.11667
838930581,1,1,2000,4000,600,600,3999,3485,401,113,0,0,3.83333
838930581,1,1,2000,5000,600,600,4998,4155,610,233,0,0,6.11667
838930581,1,1,2000,6000,600,600,5998,4786,836,376,0,0,8.93333
838930581,1,2,2000,1000,600,600,1000,929,61,10,0,0,0.216667
838930581,1,2,2000,2000,600,600,1999,1666,247,86,0,0,0.9
838930581,1,2,2000,3000,600,600,2999,2216,502,281,0,0,2.1
838930581,1,2,2000,4000,600,600,3999,2692,755,552,0,0,3.8
838930581,1,2,2000,5000,600,600,4996,2968,1037,991,0,0,6.03333
838930581,1,2,2000,6000,600,600,5998,3182,1324,1492,0,0,9.03333
838930581,1,3,2000,1000,600,600,1000,944,55,1,0,0,0.216667
838930581,1,3,2000,2000,600,600,2000,1832,167,1,0,0,0.916667
838930581,1,3,2000,3000,600,600,3000,2629,367,4,0,0,2.1
838930581,1,3,2000,4000,600,600,4000,3285,704,11,0,0,3.81667
838930581,1,3,2000,5000,600,600,4999,3931,1040,28,0,0,6.03333
838930581,1,3,2000,6000,600,600,6000,4514,1436,50,0,0,8.83333
838930581,1,4,2000,1000,600,600,1000,944,55,1,0,0,0.2
838930581,1,4,2000,2000,600,600,2000,1832,167,1,0,0,0.9
838930581,1,4,2000,3000,600,600,3000,2629,367,4,0,0,2.11667
838930581,1,4,2000,4000,600,600,4000,3285,704,11,0,0,3.86667
838930581,1,4,2000,5000,600,600,4999,3931,1040,28,0,0,6
838930581,1,4,2000,6000,600,600,6000,4514,1436,50,0,0,8.96667
838930581,1,5,2000,1000,600,600,1000,962,36,2,0,0,0.216667
838930581,1,5,2000,2000,600,600,1999,1870,118,11,0,0,0.9
838930581,1,5,2000,3000,600,600,3000,2726,219,55,0,0,2.1
838930581,1,5,2000,4000,600,600,3999,3485,401,113,0,0,3.86667
838930581,1,5,2000,5000,600,600,4998,4155,610,233,0,0,6.2
838930581,1,5,2000,6000,600,600,5998,4786,836,376,0,0,8.98333
1398441780,1,1,2000,1000,600,600,1000,974,24,2,0,0,0.216667
1398441780,1,1,2000,2000,600,600,2000,1873,109,18,0,0,0.9
1398441780,1,1,2000,3000,600,600,2998,2734,208,56,0,0,2.1
1398441780,1,1,2000,4000,600,600,3998,3509,373,116,0,0,3.8
1398441780,1,1,2000,5000,600,600,4997,4121,629,247,0,0,6.06667
1398441780,1,1,2000,6000,600,600,5999,4766,867,366,0,0,8.91667
1398441780,1,2,2000,1000,600,600,1000,928,66,6,0,0,0.216667
1398441780,1,2,2000,2000,600,600,1999,1689,227,83,0,0,0.916667
1398441780,1,2,2000,3000,600,600,2996,2251,476,269,0,0,2.1
1398441780,1,2,2000,4000,600,600,3994,2657,763,574,0,0,3.81667
1398441780,1,2,2000,5000,600,600,4996,2916,1076,1004,0,0,6.11667
1398441780,1,2,2000,6000,600,600,5997,3199,1292,1506,0,0,9.1
1398441780,1,3,2000,1000,600,600,1000,966,34,0,0,0,0.2
1398441780,1,3,2000,2000,600,600,2000,1827,173,0,0,0,0.9
1398441780,1,3,2000,3000,600,600,2999,2614,382,3,0,0,2.15
1398441780,1,3,2000,4000,600,600,3998,3327,656,15,0,0,3.85
1398441780,1,3,2000,5000,600,600,5000,3940,1033,27,0,0,6.05
1398441780,1,3,2000,6000,600,600,6000,4495,1466,39,0,0,8.96667
1398441780,1,4,2000,1000,600,600,1000,966,34,0,0,0,0.216667
1398441780,1,4,2000,2000,600,600,2000,1827,173,0,0,0,0.916667
1398441780,1,4,2000,3000,600,600,2999,2614,382,3,0,0,2.1
1398441780,1,4,2000,4000,600,600,3998,3327,656,15,0,0,3.83333
1398441780,1,4,2000,5000,600,600,5000,3940,1033,27,0,0,6.1
1398441780,1,4,2000,6000,600,600,6000,4495,1466,39,0,0,8.88333
1398441780,1,5,2000,1000,600,600,1000,974,24,2,0,0,0.216667
1398441780,1,5,2000,2000,600,600,2000,1873,109,18,0,0,0.916667
1398441780,1,5,2000,3000,600,600,2998,2734,208,56,0,0,2.08333
1398441780,1,5,2000,4000,600,600,3998,3509,373,116,0,0,3.8
1398441780,1,5,2000,5000,600,600,4997,4121,629,247,0,0,6.15
1398441780,1,5,2000,6000,600,600,5999,4766,867,366,0,0,8.86667
